,year,branch_name,hour,amount_in_gbp
8692,2011.0,Bracknell Forest store,10.0,53870259.0616
8693,2011.0,Fylde outlet,9.0,53867931.942600004
8694,2018.0,Isle of Anglesey outlet,8.0,53866989.91680001
8695,2014.0,East Dunbartonshire branch,0.0,53866723.5744
8696,2015.0,Fylde outlet,11.0,53865131.976
8697,2016.0,Castle Point outlet,22.0,53860785.5136
8698,2015.0,Ceredigion store,22.0,53853801.147
8699,2011.0,Tyne and Wear outlet,10.0,53852071.8716
8700,2014.0,Powys outlet,10.0,53849731.3904
8701,2012.0,Chiltern store,21.0,53849436.589200005
8702,2012.0,Haringey store,22.0,53848482.69360001
8703,2015.0,Stoke-on-Trent store,16.0,53848127.043
8704,2014.0,Colchester outlet,7.0,53844474.5784
8705,2012.0,Dumfries and Galloway branch,23.0,53844127.3356
8706,2020.0,Sefton outlet,4.0,53840468.39
8707,2015.0,Larne store,19.0,53840159.991
8708,2018.0,West Oxfordshire outlet,23.0,53837923.8144
8709,2016.0,Lincoln branch,9.0,53835930.9132
8710,2016.0,Newark and Sherwood store,19.0,53833351.4356
8711,2020.0,Colchester outlet,21.0,53831073.1
8712,2020.0,Dumfries and Galloway branch,16.0,53829547.89
8713,2015.0,Haringey store,19.0,53828592.741
8714,2018.0,Forest of Dean store,16.0,53820646.47360001
8715,2019.0,Bedfordshire store,11.0,53816572.306
8716,2020.0,Dumfries and Galloway branch,1.0,53815437.4
8717,2012.0,Selby branch,17.0,53815119.38040001
8718,2019.0,Reigate and Banstead branch,9.0,53810099.6706
8719,2014.0,Tyne and Wear outlet,9.0,53809873.559200004
8720,2014.0,Selby branch,13.0,53808809.6832
8721,2018.0,Bracknell Forest store,4.0,53802413.28000001
8722,2019.0,Chorley store,2.0,53800655.489
8723,2015.0,East Dunbartonshire branch,6.0,53798334.660000004
8724,2016.0,East Dunbartonshire branch,3.0,53795028.302
8725,2018.0,Isle of Wight store,4.0,53794638.288
8726,2016.0,Tyne and Wear outlet,22.0,53794510.8112
8727,2017.0,North Ayrshire store,3.0,53794064.226
8728,2014.0,Chiltern store,4.0,53791326.7232
8729,2013.0,Rugby branch,14.0,53788588.286000006
8730,2011.0,Staffordshire store,16.0,53788342.955800004
8731,2017.0,Reigate and Banstead branch,21.0,53778687.048
8732,2011.0,Castle Point outlet,9.0,53778421.743
8733,2019.0,Bedfordshire store,19.0,53768625.9824
8734,2012.0,Castle Point outlet,19.0,53768301.300000004
8735,2019.0,Chiltern store,22.0,53768279.0232
8736,2020.0,Newham branch,11.0,53764809.99
8737,2014.0,Lichfield outlet,16.0,53764665.8648
8738,2010.0,Lincoln branch,16.0,53764574.264
8739,2018.0,Forest of Dean store,3.0,53762639.94240001
8740,2018.0,Lincoln branch,11.0,53761692.9504
8741,2017.0,Tyne and Wear outlet,17.0,53761139.1844
8742,2015.0,Uttlesford branch,15.0,53760105.126
8743,2014.0,Rugby branch,19.0,53757292.186400004
8744,2013.0,Armagh outlet,9.0,53757256.00060001
8745,2017.0,Barry outlet,12.0,53755947.9498
8746,2013.0,York outlet,3.0,53755140.71880001
8747,2013.0,Shepway store,18.0,53751227.68440001
8748,2014.0,Stoke-on-Trent store,20.0,53750943.9808
8749,2016.0,Staffordshire store,17.0,53749186.0084
8750,2019.0,Rushcliffe branch,2.0,53749133.4982
8751,2010.0,Newham branch,19.0,53747348.688
8752,2015.0,Sefton outlet,11.0,53746666.254
8753,2016.0,Lancashire store,3.0,53746539.2788
8754,2018.0,Staffordshire store,12.0,53744782.992000006
8755,2016.0,Rugby branch,19.0,53744502.6104
8756,2017.0,Barry outlet,10.0,53743273.1308
8757,2019.0,York outlet,23.0,53741893.4542
8758,2017.0,West Oxfordshire outlet,18.0,53741454.5974
8759,2010.0,Bassetlaw outlet,1.0,53741119.344
8760,2016.0,Dumfries and Galloway branch,21.0,53739042.309200004
8761,2018.0,Ceredigion store,7.0,53734919.0688
8762,2017.0,Colchester outlet,8.0,53734895.5782
8763,2010.0,Stoke-on-Trent store,13.0,53734868.512
8764,2020.0,Reigate and Banstead branch,7.0,53734836.64
8765,2015.0,Glasgow City outlet,8.0,53729816.814
8766,2013.0,North Ayrshire store,19.0,53729404.08360001
8767,2017.0,Fareham outlet,5.0,53728851.538
8768,2013.0,Staffordshire store,1.0,53727931.411000006
8769,2019.0,Chorley store,12.0,53726322.4204
8770,2016.0,Reigate and Banstead branch,9.0,53726215.6876
8771,2011.0,Ceredigion store,6.0,53724941.50700001
8772,2015.0,Lambeth store,20.0,53720017.11
8773,2015.0,Colchester outlet,17.0,53719958.007
8774,2017.0,St,11.0,53719903.9318
8775,2017.0,Rugby branch,11.0,53718701.7282
8776,2010.0,Ceredigion store,11.0,53718277.192
8777,2010.0,North Yorkshire store,22.0,53715729.768
8778,2013.0,Oxford outlet,15.0,53714409.60520001
8779,2017.0,East Dunbartonshire branch,21.0,53713254.8324
8780,2012.0,East Sussex outlet,12.0,53709969.78480001
8781,2019.0,East Sussex outlet,18.0,53701678.0076
8782,2012.0,Cheshire East outlet,0.0,53700846.418800004
8783,2019.0,York outlet,1.0,53700700.8594
8784,2020.0,Haringey store,17.0,53700266.87
8785,2015.0,Hinckley and Bosworth branch,4.0,53696446.776
8786,2020.0,North Ayrshire store,17.0,53695366.27
8787,2012.0,St,10.0,53691200.0688
8788,2016.0,Bedford Borough branch,23.0,53690887.1356
8789,2019.0,Rugby branch,22.0,53690856.8868
8790,2019.0,Bedford Borough branch,17.0,53688241.404
8791,2016.0,Sefton outlet,16.0,53687949.0604
8792,2012.0,Lincoln branch,12.0,53687110.39440001
8793,2015.0,Sefton outlet,19.0,53687101.464
8794,2015.0,Bedfordshire store,20.0,53686003.716
8795,2020.0,Selby branch,10.0,53684819.62
8796,2015.0,Staffordshire store,10.0,53684478.495
8797,2012.0,Chiltern store,2.0,53680817.61000001
8798,2016.0,Hampshire branch,13.0,53680750.7688
8799,2017.0,York outlet,10.0,53676444.4794
8800,2017.0,Chiltern store,2.0,53674780.9426
8801,2017.0,Selby branch,14.0,53669549.758
8802,2012.0,North Yorkshire store,9.0,53668779.86400001
8803,2018.0,Lancashire store,19.0,53668461.1296
8804,2014.0,Isle of Wight store,5.0,53665841.6976
8805,2011.0,Bridgend outlet,15.0,53662121.282400005
8806,2018.0,Richmondshire outlet,4.0,53661863.654400006
8807,2010.0,Dorset outlet,22.0,53660020.312
8808,2020.0,Tyne and Wear outlet,20.0,53654884.77
8809,2015.0,Newham branch,14.0,53654400.513
8810,2010.0,Sefton outlet,17.0,53654371.224
8811,2016.0,Lincolnshire store,7.0,53653705.050400004
8812,2017.0,Cheshire East outlet,17.0,53651204.295
8813,2011.0,Sefton outlet,21.0,53649909.99
8814,2018.0,Cheshire East outlet,13.0,53648738.38080001
8815,2016.0,Tyne and Wear outlet,8.0,53648091.054
8816,2012.0,Bedford Borough branch,18.0,53644693.998
8817,2018.0,West Oxfordshire outlet,22.0,53643713.03040001
8818,2013.0,Dumfries and Galloway branch,3.0,53643542.62960001
8819,2019.0,Epsom and Ewell store,22.0,53641810.3564
8820,2010.0,Staffordshire store,7.0,53629226.488
8821,2018.0,Cheshire East outlet,5.0,53627525.376
8822,2015.0,Fylde outlet,4.0,53626470.966
8823,2016.0,North Yorkshire outlet,21.0,53626144.1964
8824,2011.0,Richmondshire outlet,19.0,53625076.363800004
8825,2019.0,Hinckley and Bosworth branch,16.0,53624244.1406
8826,2016.0,North Ayrshire store,20.0,53622825.7472
8827,2017.0,Stoke-on-Trent store,8.0,53622332.6086
8828,2011.0,Barry outlet,16.0,53622064.758
8829,2019.0,Forest of Dean store,7.0,53620218.7024
8830,2016.0,Forest of Dean store,19.0,53615629.2956
8831,2017.0,Lincolnshire store,19.0,53614469.6026
8832,2015.0,Bridgend outlet,10.0,53613958.491
8833,2011.0,Cheshire East outlet,8.0,53613792.6308
8834,2012.0,Chiltern store,17.0,53612378.24040001
8835,2016.0,Castle Point outlet,14.0,53611379.1072
8836,2014.0,Rushcliffe branch,8.0,53610707.5328
8837,2013.0,East Hertfordshire branch,0.0,53607889.52360001
8838,2012.0,Bracknell Forest store,1.0,53606639.88960001
8839,2017.0,Hampshire branch,8.0,53606536.435
8840,2015.0,Powys outlet,14.0,53604216.999
8841,2013.0,Newark and Sherwood store,15.0,53603957.337000005
8842,2012.0,Larne store,13.0,53602071.49920001
8843,2019.0,East Dunbartonshire branch,1.0,53601079.1456
8844,2019.0,Oxford outlet,19.0,53598654.851
8845,2018.0,Fareham outlet,10.0,53595296.400000006
8846,2016.0,Epsom and Ewell store,20.0,53594947.1896
8847,2015.0,Forest of Dean store,10.0,53594166.933
8848,2014.0,Larne store,19.0,53590235.8816
8849,2015.0,Lambeth store,12.0,53589758.832
8850,2019.0,Lichfield outlet,4.0,53584506.4636
8851,2012.0,Bassetlaw outlet,0.0,53584366.29840001
8852,2017.0,Epsom and Ewell store,20.0,53583834.3822
8853,2020.0,Shepway store,2.0,53583725.2
8854,2020.0,Bridgend outlet,13.0,53581478.32
8855,2014.0,Chiltern store,0.0,53573135.6688
8856,2017.0,Sefton outlet,3.0,53572551.383600004
8857,2016.0,Bridgend outlet,21.0,53570493.0744
8858,2014.0,Hampshire branch,19.0,53570187.4312
8859,2015.0,Staffordshire store,4.0,53569928.475
8860,2010.0,Larne store,0.0,53566456.864
8861,2013.0,Oxford outlet,1.0,53564851.821200006
8862,2019.0,Forest of Dean store,10.0,53564721.7434
8863,2015.0,West Oxfordshire outlet,23.0,53564292.297
8864,2019.0,Forest of Dean store,6.0,53560177.1796
8865,2018.0,Cheshire East outlet,14.0,53558123.2704
8866,2012.0,East Sussex outlet,18.0,53557946.677200004
8867,2018.0,South Northamptonshire store,21.0,53555241.65760001
8868,2019.0,Bargoed outlet,0.0,53555186.755
8869,2020.0,Forest of Dean store,20.0,53554694.03
8870,2012.0,Sefton outlet,23.0,53553052.52640001
8871,2019.0,North Yorkshire outlet,13.0,53551046.3922
8872,2014.0,Bridgend outlet,13.0,53550102.1088
8873,2010.0,Epsom and Ewell store,18.0,53549515.248
8874,2020.0,Powys outlet,1.0,53548508.3
8875,2015.0,East Sussex outlet,3.0,53547827.859
8876,2019.0,Isle of Anglesey outlet,2.0,53545605.981
8877,2014.0,Oxford outlet,13.0,53543365.9552
8878,2019.0,Powys outlet,5.0,53543066.4482
8879,2020.0,Colchester outlet,13.0,53541363.94
8880,2013.0,York outlet,2.0,53540903.676400006
8881,2010.0,Forest of Dean store,18.0,53539807.992
8882,2018.0,Bracknell Forest store,7.0,53535119.155200005
8883,2012.0,Bedfordshire store,7.0,53530414.602000006
8884,2017.0,North Ayrshire store,15.0,53525989.9782
8885,2014.0,Bridgend outlet,21.0,53522269.24
8886,2013.0,Bassetlaw outlet,9.0,53520080.22120001
8887,2020.0,Newark and Sherwood store,7.0,53509084.12
8888,2018.0,Sefton outlet,7.0,53507436.25920001
8889,2015.0,Isle of Wight store,2.0,53504877.582
8890,2020.0,Bargoed outlet,14.0,53502979.87
8891,2011.0,Lichfield outlet,4.0,53502533.8992
8892,2019.0,Isle of Wight store,17.0,53501982.3884
8893,2018.0,Larne store,6.0,53496925.228800006
8894,2013.0,Epsom and Ewell store,1.0,53496824.74620001
8895,2015.0,Rushcliffe branch,11.0,53496106.407
8896,2017.0,Shepway store,3.0,53493667.2698
8897,2020.0,East Hertfordshire branch,13.0,53489629.67
8898,2017.0,Oxford outlet,1.0,53489224.6136
8899,2010.0,Fylde outlet,4.0,53487770.704
8900,2016.0,Chorley store,4.0,53485913.132
8901,2019.0,Armagh outlet,14.0,53485455.6096
8902,2011.0,North Yorkshire outlet,15.0,53477579.8888
8903,2015.0,South Northamptonshire store,5.0,53477405.001
8904,2020.0,Haringey store,15.0,53475510.82
8905,2018.0,Tyne and Wear outlet,8.0,53474264.3232
8906,2018.0,Colchester outlet,10.0,53474213.568
8907,2013.0,Lichfield outlet,3.0,53470734.57360001
8908,2019.0,St,20.0,53467754.1244
8909,2014.0,North Yorkshire outlet,23.0,53467118.1528
8910,2018.0,Bedford Borough branch,9.0,53463006.873600006
8911,2013.0,Powys outlet,7.0,53462862.856000006
8912,2016.0,Bedford Borough branch,1.0,53460518.2524
8913,2015.0,Haringey store,8.0,53453868.984
8914,2015.0,Lichfield outlet,16.0,53443417.266
8915,2012.0,Larne store,9.0,53439195.549600005
8916,2017.0,Chorley store,4.0,53439187.1916
8917,2010.0,Sefton outlet,9.0,53438072.552
8918,2018.0,Barry outlet,6.0,53434521.8976
8919,2015.0,Bargoed outlet,10.0,53427656.385
8920,2017.0,Bedfordshire store,4.0,53425783.054800004
8921,2017.0,Hinckley and Bosworth branch,1.0,53424327.117
8922,2018.0,Dumfries and Galloway branch,15.0,53423447.8848
8923,2014.0,North Yorkshire store,19.0,53422739.084
8924,2014.0,Forest of Dean store,4.0,53419603.2568
8925,2016.0,West Oxfordshire outlet,23.0,53416415.8076
8926,2020.0,North Yorkshire store,10.0,53414952.25
8927,2020.0,Fylde outlet,22.0,53412411.91
8928,2013.0,St,0.0,53411172.61620001
8929,2010.0,Newham branch,9.0,53410801.144
8930,2014.0,Bedford Borough branch,16.0,53409851.4312
8931,2010.0,Larne store,23.0,53409754.016
8932,2015.0,Peeblesshire outlet,6.0,53404545.582
8933,2016.0,St,18.0,53404455.0808
8934,2016.0,Larne store,19.0,53401185.0696
8935,2011.0,Larne store,21.0,53401002.466800004
8936,2020.0,Richmondshire outlet,9.0,53399578.93
8937,2017.0,Ceredigion store,2.0,53399260.607
8938,2017.0,Hinckley and Bosworth branch,17.0,53398926.0046
8939,2010.0,Larne store,10.0,53398865.096
8940,2016.0,North Ayrshire store,16.0,53398288.0448
8941,2019.0,Dorset outlet,2.0,53395118.1512
8942,2011.0,Dumfries and Galloway branch,3.0,53394582.941
8943,2011.0,Bedford Borough branch,4.0,53394044.7914
8944,2017.0,Barry outlet,16.0,53391393.6624
8945,2010.0,Lichfield outlet,8.0,53389766.96
8946,2013.0,Lancashire store,20.0,53386839.733200006
8947,2019.0,Lancashire store,10.0,53386327.0024
8948,2010.0,Chiltern store,5.0,53385637.448
8949,2017.0,Powys outlet,5.0,53384978.7546
8950,2013.0,Colchester outlet,11.0,53382297.87540001
8951,2018.0,Selby branch,21.0,53380251.10080001
8952,2018.0,Chiltern store,10.0,53380122.729600005
8953,2013.0,Stoke-on-Trent store,5.0,53380078.27560001
8954,2016.0,Bracknell Forest store,4.0,53379672.3232
8955,2016.0,Reigate and Banstead branch,23.0,53378289.8024
8956,2017.0,Tyne and Wear outlet,12.0,53376688.199
8957,2020.0,South Northamptonshire store,10.0,53374452.79
8958,2015.0,Armagh outlet,10.0,53373959.784
8959,2015.0,Newark and Sherwood store,22.0,53372987.478
8960,2014.0,Rugby branch,9.0,53372809.292
8961,2011.0,Forest of Dean store,2.0,53372550.147800006
8962,2013.0,Bracknell Forest store,3.0,53369342.16460001
8963,2014.0,North Ayrshire store,10.0,53369004.3304
8964,2019.0,Staffordshire store,18.0,53367911.6362
8965,2014.0,East Sussex outlet,12.0,53367878.1504
8966,2012.0,Mole Valley store,22.0,53367026.32800001
8967,2018.0,East Sussex outlet,22.0,53365957.8624
8968,2018.0,Lincolnshire store,4.0,53364021.4848
8969,2014.0,Oxford outlet,14.0,53362580.1808
8970,2014.0,Chiltern store,18.0,53362251.4392
8971,2012.0,Lichfield outlet,15.0,53360568.273600005
8972,2014.0,York outlet,14.0,53359754.008
8973,2016.0,Glasgow City outlet,3.0,53359409.2864
8974,2018.0,Castle Point outlet,7.0,53358860.7264
8975,2013.0,East Sussex outlet,10.0,53357996.795200005
8976,2017.0,Powys outlet,23.0,53352896.235
8977,2019.0,Lincoln branch,8.0,53352671.5288
8978,2015.0,Cheshire East outlet,10.0,53352615.798
8979,2020.0,Uttlesford branch,15.0,53352213.01
8980,2017.0,Shepway store,19.0,53351895.6332
8981,2020.0,Lambeth store,8.0,53349287.65
8982,2020.0,Ceredigion store,1.0,53348259.53
8983,2020.0,Bracknell Forest store,20.0,53347518.03
8984,2013.0,Uttlesford branch,17.0,53347207.61360001
8985,2013.0,North Yorkshire outlet,20.0,53343454.41020001
8986,2019.0,South Northamptonshire store,8.0,53342544.3166
8987,2016.0,Ceredigion store,3.0,53341396.864
8988,2012.0,Chorley store,11.0,53334643.672800004
8989,2012.0,Rugby branch,1.0,53331763.1784
8990,2011.0,Stoke-on-Trent store,5.0,53331505.400400005
8991,2016.0,Chiltern store,8.0,53331336.342
8992,2014.0,Mole Valley store,11.0,53329096.1016
8993,2014.0,St,20.0,53328257.2416
8994,2015.0,Staffordshire store,12.0,53325515.232
8995,2014.0,Haringey store,0.0,53324331.2712
8996,2013.0,Shepway store,2.0,53324103.55880001
8997,2020.0,Chorley store,9.0,53323730.45
8998,2020.0,East Dunbartonshire branch,7.0,53322837.74
8999,2013.0,Colchester outlet,2.0,53321085.51780001
9000,2014.0,Glasgow City outlet,19.0,53320638.624
9001,2013.0,Isle of Anglesey outlet,9.0,53318878.49120001
9002,2019.0,Richmondshire outlet,11.0,53318598.0754
9003,2012.0,Bedfordshire store,5.0,53317603.39920001
9004,2020.0,Bassetlaw outlet,1.0,53317334.92
9005,2019.0,Lincolnshire store,17.0,53317102.9678
9006,2015.0,Powys outlet,22.0,53315345.115
9007,2012.0,Larne store,19.0,53309366.5776
9008,2012.0,Newark and Sherwood store,17.0,53308515.237600006
9009,2017.0,North Ayrshire store,22.0,53304317.8904
9010,2017.0,Chiltern store,9.0,53304015.0318
9011,2019.0,Lincolnshire store,12.0,53299225.2002
9012,2012.0,Bassetlaw outlet,8.0,53298740.33400001
9013,2018.0,Tyne and Wear outlet,6.0,53298670.62720001
9014,2014.0,Richmondshire outlet,5.0,53293931.6008
9015,2010.0,South Northamptonshire store,23.0,53289980.176
9016,2016.0,East Sussex outlet,16.0,53287023.4748
9017,2020.0,Hampshire branch,5.0,53284265.05
9018,2011.0,Sefton outlet,3.0,53279568.9292
9019,2013.0,Rugby branch,7.0,53279108.32440001
9020,2011.0,Lincoln branch,23.0,53277607.4974
9021,2012.0,Tyne and Wear outlet,7.0,53277445.804800004
9022,2016.0,East Hertfordshire branch,6.0,53273852.396
9023,2011.0,Bridgend outlet,10.0,53272914.1208
9024,2012.0,Newham branch,23.0,53272583.1036
9025,2017.0,East Sussex outlet,2.0,53271635.162
9026,2013.0,Tyne and Wear outlet,8.0,53270359.32080001
9027,2017.0,Newark and Sherwood store,5.0,53269199.2742
9028,2018.0,Staffordshire store,1.0,53262779.145600006
9029,2017.0,Cheshire East outlet,11.0,53262292.549
9030,2013.0,East Sussex outlet,23.0,53259155.808400005
9031,2013.0,Powys outlet,20.0,53258480.37300001
9032,2017.0,Oxford outlet,19.0,53256957.5132
9033,2010.0,Mole Valley store,12.0,53256234.504
9034,2020.0,Peeblesshire outlet,0.0,53253167.83
9035,2014.0,Selby branch,20.0,53251742.9664
9036,2018.0,North Ayrshire store,12.0,53249553.0912
9037,2015.0,Lincolnshire store,6.0,53249416.902
9038,2013.0,North Ayrshire store,12.0,53249108.290800005
9039,2018.0,Epsom and Ewell store,18.0,53243840.918400005
9040,2011.0,North Yorkshire store,10.0,53243819.405600004
9041,2015.0,Colchester outlet,3.0,53242175.061
9042,2019.0,Dorset outlet,18.0,53241907.8618
9043,2016.0,North Yorkshire store,21.0,53241207.8244
9044,2018.0,Cheshire East outlet,6.0,53239846.550400004
9045,2011.0,Lichfield outlet,1.0,53239256.3926
9046,2016.0,Forest of Dean store,18.0,53232783.0072
9047,2018.0,Newark and Sherwood store,11.0,53230945.843200006
9048,2020.0,Newark and Sherwood store,23.0,53228001.74
9049,2012.0,East Hertfordshire branch,5.0,53226046.641600005
9050,2012.0,Fareham outlet,4.0,53225512.216800004
9051,2015.0,Bassetlaw outlet,13.0,53224139.754
9052,2018.0,North Ayrshire store,14.0,53219315.107200004
9053,2014.0,North Ayrshire store,11.0,53218533.9576
9054,2017.0,Hampshire branch,20.0,53215592.8884
9055,2013.0,Sefton outlet,14.0,53215403.102000006
9056,2017.0,Epsom and Ewell store,6.0,53215379.029
9057,2019.0,Colchester outlet,3.0,53213910.33
9058,2012.0,Selby branch,7.0,53210851.97400001
9059,2014.0,Staffordshire store,12.0,53210174.3096
9060,2014.0,South Northamptonshire store,17.0,53210128.2944
9061,2017.0,Chiltern store,8.0,53209368.7348
9062,2016.0,York outlet,13.0,53208677.112
9063,2014.0,Isle of Wight store,20.0,53206052.8912
9064,2020.0,Lambeth store,23.0,53205086.74
9065,2020.0,Colchester outlet,7.0,53203575.23
9066,2013.0,Ceredigion store,9.0,53203232.37340001
9067,2013.0,Rugby branch,10.0,53202880.07440001
9068,2019.0,Darlington store,18.0,53199341.2874
9069,2014.0,Barry outlet,7.0,53195311.5408
9070,2020.0,Dorset outlet,11.0,53194843.87
9071,2015.0,Darlington store,1.0,53194204.296000004
9072,2016.0,Richmondshire outlet,21.0,53191648.7676
9073,2018.0,Rugby branch,19.0,53191239.31200001
9074,2018.0,Rugby branch,22.0,53188669.82400001
9075,2013.0,Lambeth store,13.0,53186653.26760001
9076,2011.0,Tyne and Wear outlet,13.0,53185481.284600005
9077,2013.0,Fareham outlet,7.0,53184530.36620001
9078,2015.0,Mole Valley store,9.0,53182336.374
9079,2018.0,Forest of Dean store,11.0,53178492.7392
9080,2012.0,Epsom and Ewell store,19.0,53178040.17120001
9081,2018.0,Ceredigion store,1.0,53177719.7088
9082,2012.0,Barry outlet,3.0,53174941.20960001
9083,2013.0,Peeblesshire outlet,15.0,53170913.986200005
9084,2015.0,St,6.0,53169034.302
9085,2019.0,North Ayrshire store,19.0,53167358.5464
9086,2017.0,Hampshire branch,14.0,53165677.234
9087,2018.0,Richmondshire outlet,3.0,53165585.6832
9088,2011.0,Epsom and Ewell store,10.0,53159651.0878
9089,2015.0,Sefton outlet,8.0,53158747.419
9090,2017.0,Cheshire East outlet,7.0,53157508.963
9091,2018.0,Selby branch,20.0,53157186.9504
9092,2017.0,York outlet,2.0,53155321.7146
9093,2018.0,Richmondshire outlet,5.0,53154173.03040001
9094,2015.0,Powys outlet,17.0,53150729.85
9095,2013.0,Bassetlaw outlet,12.0,53150449.11660001
9096,2016.0,Dumfries and Galloway branch,17.0,53145283.0308
9097,2014.0,Cheshire East outlet,17.0,53140867.9296
9098,2013.0,York outlet,18.0,53138571.73400001
9099,2013.0,North Yorkshire store,13.0,53134498.30960001
9100,2011.0,Haringey store,23.0,53133135.887600005
9101,2017.0,Dumfries and Galloway branch,3.0,53132307.2246
9102,2014.0,Ceredigion store,14.0,53129162.2664
9103,2013.0,Sefton outlet,0.0,53126225.51380001
9104,2018.0,Lichfield outlet,13.0,53125990.73280001
9105,2019.0,North Yorkshire outlet,16.0,53122940.3208
9106,2020.0,Powys outlet,4.0,53122388.08
9107,2015.0,North Yorkshire store,11.0,53122040.541
9108,2020.0,Chiltern store,2.0,53121034.11
9109,2013.0,Bassetlaw outlet,11.0,53119353.89880001
9110,2015.0,Stoke-on-Trent store,17.0,53113927.464
9111,2013.0,Lancashire store,5.0,53111572.43820001
9112,2019.0,Forest of Dean store,16.0,53108610.6922
9113,2015.0,Newham branch,20.0,53107907.157
9114,2017.0,Dorset outlet,7.0,53107377.0616
9115,2020.0,East Sussex outlet,20.0,53107176.02
9116,2014.0,Powys outlet,12.0,53106957.024
9117,2016.0,Glasgow City outlet,9.0,53105411.3256
9118,2017.0,Lincoln branch,21.0,53102913.3494
9119,2018.0,Rushcliffe branch,7.0,53101474.68480001
9120,2011.0,North Yorkshire outlet,0.0,53100902.409200005
9121,2013.0,Stoke-on-Trent store,22.0,53099275.71100001
9122,2020.0,Dorset outlet,12.0,53098407.72
9123,2011.0,Epsom and Ewell store,23.0,53098391.757800005
9124,2012.0,Glasgow City outlet,6.0,53095531.826400004
9125,2012.0,Fylde outlet,2.0,53095190.677200004
9126,2014.0,Newark and Sherwood store,1.0,53094374.8544
9127,2019.0,Uttlesford branch,11.0,53094191.2858
9128,2013.0,Lincolnshire store,0.0,53091735.68680001
9129,2012.0,Epsom and Ewell store,22.0,53087798.282400005
9130,2012.0,Haringey store,7.0,53086421.93400001
9131,2019.0,Lambeth store,13.0,53083854.1772
9132,2016.0,Powys outlet,19.0,53082858.3168
9133,2019.0,Bassetlaw outlet,18.0,53081760.7306
9134,2017.0,Bridgend outlet,1.0,53081448.9382
9135,2019.0,Rugby branch,20.0,53081393.6618
9136,2016.0,Peeblesshire outlet,10.0,53078306.396
9137,2019.0,Bassetlaw outlet,11.0,53075661.7496
9138,2015.0,Newark and Sherwood store,12.0,53075203.614
9139,2017.0,Hinckley and Bosworth branch,21.0,53072920.0268
9140,2018.0,Hampshire branch,7.0,53071727.38560001
9141,2013.0,St,16.0,53070976.58540001
9142,2018.0,Rushcliffe branch,17.0,53069401.63200001
9143,2016.0,Lincolnshire store,20.0,53068968.4696
9144,2014.0,Isle of Anglesey outlet,20.0,53068750.1696
9145,2012.0,East Hertfordshire branch,6.0,53068472.5032
9146,2017.0,Larne store,18.0,53067662.3342
9147,2012.0,Oxford outlet,1.0,53067158.172000006
9148,2014.0,Bedford Borough branch,22.0,53066840.552
9149,2017.0,North Yorkshire outlet,6.0,53065880.8462
9150,2014.0,Newark and Sherwood store,19.0,53065135.3056
9151,2015.0,East Sussex outlet,5.0,53064704.232
9152,2014.0,Bargoed outlet,2.0,53064696.4408
9153,2016.0,Isle of Anglesey outlet,23.0,53054983.3288
9154,2011.0,Hinckley and Bosworth branch,13.0,53054498.8552
9155,2015.0,Lincolnshire store,21.0,53052703.092
9156,2019.0,Ceredigion store,7.0,53051435.738
9157,2013.0,Richmondshire outlet,17.0,53048288.28040001
9158,2013.0,Lincolnshire store,11.0,53043695.25260001
9159,2019.0,Dorset outlet,23.0,53041152.4706
9160,2020.0,Bedfordshire store,10.0,53040153.02
9161,2017.0,Castle Point outlet,14.0,53038807.4456
9162,2018.0,York outlet,4.0,53037114.009600006
9163,2019.0,Bracknell Forest store,12.0,53036206.2048
9164,2010.0,Tyne and Wear outlet,15.0,53034618.136
9165,2019.0,Fareham outlet,4.0,53033410.3922
9166,2014.0,Mole Valley store,9.0,53032774.7928
9167,2012.0,Tyne and Wear outlet,12.0,53032054.068
9168,2018.0,Chorley store,14.0,53029180.32960001
9169,2020.0,Chorley store,4.0,53028843.04
9170,2013.0,Ceredigion store,18.0,53027778.71660001
9171,2013.0,Bargoed outlet,16.0,53027589.22420001
9172,2012.0,Cheshire East outlet,23.0,53026330.55160001
9173,2020.0,East Sussex outlet,11.0,53025855.72
9174,2013.0,South Northamptonshire store,1.0,53025580.45340001
9175,2016.0,Lincoln branch,18.0,53022683.242
9176,2017.0,Dumfries and Galloway branch,21.0,53020659.016
9177,2014.0,Fylde outlet,17.0,53020022.0528
9178,2015.0,Richmondshire outlet,4.0,53017358.643
9179,2012.0,Shepway store,10.0,53014915.4724
9180,2016.0,North Yorkshire outlet,12.0,53014186.2416
9181,2013.0,Ceredigion store,11.0,53013524.31120001
9182,2017.0,Peeblesshire outlet,21.0,53004004.0114
9183,2017.0,Cheshire East outlet,0.0,53003480.6946
9184,2014.0,Larne store,15.0,52996729.9928
9185,2010.0,Larne store,3.0,52996234.48
9186,2020.0,Fylde outlet,23.0,52995349.3
9187,2017.0,Chiltern store,21.0,52991233.7636
9188,2017.0,Newark and Sherwood store,1.0,52989180.6532
9189,2018.0,Staffordshire store,18.0,52988755.872
9190,2016.0,Shepway store,19.0,52987766.7212
9191,2013.0,Reigate and Banstead branch,18.0,52986144.76640001
9192,2014.0,Tyne and Wear outlet,15.0,52984099.6696
9193,2017.0,Hinckley and Bosworth branch,23.0,52979628.363800004
9194,2014.0,Uttlesford branch,11.0,52978477.1824
9195,2014.0,Lambeth store,22.0,52976561.2728
